seconds 	point x 	point y 	point z 	position x	position y	position z	flag    	
11.389  	0.041   	1.562   	1.305   	0.000   	1.820   	-0.000  	-       	
11.407  	0.035   	1.559   	1.301   	0.000   	1.820   	-0.000  	-       	
11.423  	0.022   	1.556   	1.296   	0.000   	1.820   	-0.000  	-       	
11.439  	0.020   	1.556   	1.295   	0.000   	1.820   	-0.000  	-       	
11.456  	0.020   	1.556   	1.295   	0.000   	1.820   	-0.000  	-       	
11.473  	0.020   	1.556   	1.295   	0.000   	1.820   	-0.000  	-       	
11.489  	0.010   	1.551   	1.291   	0.000   	1.820   	-0.000  	-       	
11.507  	0.008   	1.549   	1.290   	0.000   	1.820   	-0.000  	-       	
11.523  	0.006   	1.547   	1.289   	0.000   	1.820   	-0.000  	-       	
11.540  	0.004   	1.547   	1.289   	0.000   	1.820   	-0.000  	-       	
11.557  	0.004   	1.547   	1.289   	0.000   	1.820   	-0.000  	-       	
11.573  	0.004   	1.547   	1.289   	0.000   	1.820   	-0.000  	-       	
11.590  	0.004   	1.547   	1.289   	0.000   	1.820   	-0.000  	-       	
11.607  	0.004   	1.547   	1.289   	0.000   	1.820   	-0.000  	-       	
11.623  	0.004   	1.547   	1.289   	0.000   	1.820   	-0.000  	-       	
11.640  	0.004   	1.547   	1.289   	0.000   	1.820   	-0.000  	-       	
11.657  	0.004   	1.547   	1.289   	0.000   	1.820   	-0.000  	-       	
11.674  	0.004   	1.547   	1.289   	0.000   	1.820   	-0.000  	-       	
11.690  	0.004   	1.547   	1.289   	0.000   	1.820   	-0.000  	-       	
11.706  	0.004   	1.547   	1.289   	0.000   	1.820   	-0.000  	-       	
11.723  	0.004   	1.547   	1.289   	0.000   	1.820   	-0.000  	-       	
11.740  	0.004   	1.547   	1.289   	0.000   	1.820   	-0.000  	-       	
11.757  	0.004   	1.547   	1.289   	0.000   	1.820   	-0.000  	-       	
11.773  	0.004   	1.547   	1.289   	0.000   	1.820   	-0.000  	-       	
11.790  	0.004   	1.547   	1.289   	0.000   	1.820   	-0.000  	-       	
11.808  	0.004   	1.547   	1.289   	0.000   	1.820   	-0.000  	gaze fixated: basketball	
11.824  	0.004   	1.547   	1.289   	0.000   	1.820   	-0.000  	-       	
11.840  	-0.008  	1.543   	1.287   	0.000   	1.820   	-0.000  	-       	
11.857  	-0.022  	1.542   	1.289   	0.000   	1.820   	-0.000  	-       	
11.873  	-0.022  	1.542   	1.289   	0.000   	1.820   	-0.000  	-       	
11.890  	-0.022  	1.542   	1.289   	0.000   	1.820   	-0.000  	-       	
11.907  	-0.022  	1.540   	1.288   	0.000   	1.820   	-0.000  	-       	
11.923  	-0.022  	1.542   	1.289   	0.000   	1.820   	-0.000  	-       	
11.940  	-0.022  	1.542   	1.289   	0.000   	1.820   	-0.000  	-       	
11.956  	-0.022  	1.542   	1.289   	0.000   	1.820   	-0.000  	-       	
11.973  	-0.022  	1.542   	1.289   	0.000   	1.820   	-0.000  	-       	
11.990  	-0.022  	1.542   	1.289   	0.000   	1.820   	-0.000  	-       	
12.006  	-0.022  	1.542   	1.289   	0.000   	1.820   	-0.000  	-       	
12.023  	-0.022  	1.542   	1.289   	0.000   	1.820   	-0.000  	-       	
12.040  	-0.022  	1.542   	1.289   	0.000   	1.820   	-0.000  	-       	
12.056  	-0.022  	1.542   	1.289   	0.000   	1.820   	-0.000  	-       	
12.073  	-0.020  	1.543   	1.288   	0.000   	1.820   	-0.000  	-       	
12.090  	-0.020  	1.543   	1.288   	0.000   	1.820   	-0.000  	-       	
12.107  	-0.020  	1.543   	1.288   	0.000   	1.820   	-0.000  	-       	
12.123  	-0.020  	1.543   	1.288   	0.000   	1.820   	-0.000  	-       	
12.140  	-0.020  	1.543   	1.288   	0.000   	1.820   	-0.000  	-       	
12.157  	-0.020  	1.543   	1.288   	0.000   	1.820   	-0.000  	-       	
12.174  	-0.020  	1.543   	1.288   	0.000   	1.820   	-0.000  	-       	
12.190  	-0.020  	1.543   	1.288   	0.000   	1.820   	-0.000  	-       	
12.207  	-0.020  	1.543   	1.288   	0.000   	1.820   	-0.000  	-       	
12.224  	-0.020  	1.543   	1.288   	0.000   	1.820   	-0.000  	-       	
12.240  	-0.014  	1.539   	1.286   	0.000   	1.820   	-0.000  	-       	
12.257  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
12.274  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
12.290  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
12.307  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
12.324  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
12.340  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
12.357  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
12.374  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
12.390  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
12.407  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
12.424  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
12.440  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
12.457  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
12.474  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
12.491  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
12.507  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
12.523  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
12.540  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
12.557  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
12.573  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
12.590  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
12.607  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
12.624  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
12.640  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
12.657  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
12.674  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
12.691  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
12.707  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
12.724  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
12.741  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
12.757  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
12.774  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
12.790  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
12.807  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
12.824  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
12.841  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
12.857  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
12.874  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
12.891  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
12.907  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
12.924  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
12.941  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
12.957  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
12.974  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
12.991  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
13.007  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
13.024  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
13.041  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
13.057  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
13.074  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
13.090  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
13.107  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
13.124  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
13.140  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
13.157  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
13.174  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
13.190  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
13.207  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
13.224  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
13.241  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
13.257  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
13.274  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
13.291  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
13.307  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
13.324  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
13.341  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
13.357  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
13.374  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
13.391  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
13.408  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
13.424  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
13.441  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
13.458  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
13.474  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
13.491  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
13.508  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
13.524  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
13.541  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
13.558  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
13.574  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
13.591  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
13.608  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
13.624  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
13.641  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
13.658  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
13.674  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
13.691  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
13.707  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
13.724  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
13.741  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
13.757  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
13.774  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
13.791  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
13.808  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
13.824  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
13.841  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
13.858  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
13.874  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
13.891  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
13.908  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
13.924  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
13.941  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
13.958  	-0.004  	1.531   	1.284   	0.000   	1.820   	-0.000  	-       	
13.974  	-0.006  	1.529   	1.283   	0.000   	1.820   	-0.000  	-       	
13.991  	-0.006  	1.529   	1.283   	0.000   	1.820   	-0.000  	-       	
14.008  	-0.006  	1.529   	1.283   	0.000   	1.820   	-0.000  	-       	
14.025  	-0.006  	1.529   	1.283   	0.000   	1.820   	-0.000  	-       	
14.041  	-0.006  	1.529   	1.283   	0.000   	1.820   	-0.000  	-       	
14.058  	-0.006  	1.529   	1.283   	0.000   	1.820   	-0.000  	-       	
14.075  	-0.006  	1.529   	1.283   	0.000   	1.820   	-0.000  	-       	
14.091  	-0.006  	1.529   	1.283   	0.000   	1.820   	-0.000  	-       	
14.108  	-0.006  	1.529   	1.283   	0.000   	1.820   	-0.000  	-       	
14.125  	-0.006  	1.529   	1.283   	0.000   	1.820   	-0.000  	-       	
14.141  	-0.006  	1.529   	1.283   	0.000   	1.820   	-0.000  	-       	
14.158  	-0.006  	1.529   	1.283   	0.000   	1.820   	-0.000  	-       	
14.175  	-0.006  	1.529   	1.283   	0.000   	1.820   	-0.000  	-       	
14.191  	-0.006  	1.529   	1.283   	0.000   	1.820   	-0.000  	-       	
14.209  	-0.006  	1.529   	1.283   	0.000   	1.820   	-0.000  	-       	
14.225  	-0.004  	1.529   	1.283   	0.000   	1.820   	-0.000  	-       	
14.241  	0.012   	1.527   	1.283   	0.000   	1.820   	-0.000  	-       	
14.258  	0.028   	1.526   	1.286   	0.000   	1.820   	-0.000  	-       	
14.274  	0.045   	1.525   	1.291   	0.000   	1.820   	-0.000  	-       	
14.291  	0.055   	1.524   	1.296   	0.000   	1.820   	-0.000  	-       	
14.308  	0.057   	1.523   	1.297   	0.000   	1.820   	-0.000  	-       	
14.324  	0.061   	1.525   	1.299   	0.000   	1.820   	-0.000  	-       	
14.341  	0.066   	1.524   	1.302   	0.000   	1.820   	-0.000  	-       	
14.358  	0.066   	1.524   	1.302   	0.000   	1.820   	-0.000  	-       	
14.375  	0.066   	1.524   	1.302   	0.000   	1.820   	-0.000  	-       	
14.391  	0.066   	1.524   	1.302   	0.000   	1.820   	-0.000  	-       	
14.408  	0.066   	1.524   	1.302   	0.000   	1.820   	-0.000  	-       	
14.425  	0.066   	1.524   	1.302   	0.000   	1.820   	-0.000  	-       	
14.441  	0.066   	1.524   	1.302   	0.000   	1.820   	-0.000  	-       	
14.458  	0.066   	1.524   	1.302   	0.000   	1.820   	-0.000  	-       	
14.475  	0.066   	1.524   	1.302   	0.000   	1.820   	-0.000  	-       	
14.492  	0.066   	1.524   	1.302   	0.000   	1.820   	-0.000  	-       	
14.508  	0.066   	1.524   	1.302   	0.000   	1.820   	-0.000  	-       	
14.525  	0.066   	1.524   	1.302   	0.000   	1.820   	-0.000  	-       	
14.541  	0.066   	1.524   	1.302   	0.000   	1.820   	-0.000  	-       	
14.558  	0.066   	1.524   	1.302   	0.000   	1.820   	-0.000  	-       	
14.575  	0.066   	1.524   	1.302   	0.000   	1.820   	-0.000  	-       	
14.592  	0.066   	1.524   	1.302   	0.000   	1.820   	-0.000  	-       	
14.609  	0.068   	1.522   	1.303   	0.000   	1.820   	-0.000  	-       	
14.625  	0.065   	1.516   	1.300   	0.000   	1.820   	-0.000  	-       	
14.641  	0.065   	1.514   	1.300   	0.000   	1.820   	-0.000  	-       	
14.658  	0.065   	1.510   	1.299   	0.000   	1.820   	-0.000  	-       	
14.675  	0.063   	1.506   	1.297   	0.000   	1.820   	-0.000  	-       	
14.691  	0.063   	1.506   	1.297   	0.000   	1.820   	-0.000  	-       	
14.708  	0.063   	1.506   	1.297   	0.000   	1.820   	-0.000  	-       	
14.725  	0.063   	1.506   	1.297   	0.000   	1.820   	-0.000  	-       	
14.741  	0.063   	1.504   	1.297   	-0.000  	1.820   	-0.000  	-       	
14.758  	0.063   	1.504   	1.297   	-0.000  	1.820   	-0.000  	-       	
14.775  	0.063   	1.497   	1.297   	0.000   	1.820   	-0.000  	-       	
14.791  	0.059   	1.494   	1.295   	0.000   	1.820   	-0.000  	-       	
14.808  	0.057   	1.487   	1.294   	0.000   	1.820   	-0.000  	-       	
14.825  	0.057   	1.487   	1.294   	0.000   	1.820   	-0.000  	-       	
14.841  	0.055   	1.485   	1.293   	0.000   	1.820   	-0.000  	-       	
14.858  	0.053   	1.483   	1.293   	0.000   	1.820   	-0.000  	-       	
14.875  	0.053   	1.483   	1.293   	0.000   	1.820   	-0.000  	-       	
14.892  	0.051   	1.479   	1.293   	0.000   	1.820   	-0.000  	-       	
14.908  	0.049   	1.477   	1.292   	0.000   	1.820   	-0.000  	-       	
14.925  	0.045   	1.475   	1.291   	0.000   	1.820   	-0.000  	-       	
14.942  	0.045   	1.475   	1.291   	0.000   	1.820   	-0.000  	-       	
14.958  	0.045   	1.475   	1.291   	0.000   	1.820   	-0.000  	-       	
14.975  	0.045   	1.475   	1.291   	0.000   	1.820   	-0.000  	-       	
14.991  	0.045   	1.475   	1.291   	0.000   	1.820   	-0.000  	-       	
15.008  	0.045   	1.475   	1.291   	0.000   	1.820   	-0.000  	-       	
15.025  	0.045   	1.475   	1.291   	0.000   	1.820   	-0.000  	-       	
15.042  	0.045   	1.475   	1.291   	0.000   	1.820   	-0.000  	-       	
15.058  	0.045   	1.475   	1.291   	0.000   	1.820   	-0.000  	-       	
15.075  	0.045   	1.475   	1.291   	0.000   	1.820   	-0.000  	-       	
15.092  	0.045   	1.475   	1.291   	0.000   	1.820   	-0.000  	-       	
15.108  	0.045   	1.475   	1.291   	0.000   	1.820   	-0.000  	-       	
15.125  	0.045   	1.475   	1.291   	0.000   	1.820   	-0.000  	-       	
15.142  	0.045   	1.475   	1.291   	0.000   	1.820   	-0.000  	-       	
15.158  	0.045   	1.475   	1.291   	0.000   	1.820   	-0.000  	-       	
15.175  	0.045   	1.475   	1.291   	0.000   	1.820   	-0.000  	-       	
15.192  	0.045   	1.475   	1.291   	0.000   	1.820   	-0.000  	-       	
15.208  	0.045   	1.475   	1.291   	0.000   	1.820   	-0.000  	-       	
15.225  	0.045   	1.475   	1.291   	0.000   	1.820   	-0.000  	-       	
15.242  	0.045   	1.475   	1.291   	0.000   	1.820   	-0.000  	-       	
15.258  	0.045   	1.475   	1.291   	0.000   	1.820   	-0.000  	-       	
15.275  	0.045   	1.475   	1.291   	0.000   	1.820   	-0.000  	-       	
15.292  	0.043   	1.473   	1.290   	0.000   	1.820   	-0.000  	-       	
15.309  	0.041   	1.474   	1.290   	0.000   	1.820   	-0.000  	-       	
15.325  	0.030   	1.475   	1.286   	0.000   	1.820   	-0.000  	-       	
15.342  	0.016   	1.475   	1.283   	0.000   	1.820   	-0.000  	-       	
15.359  	0.010   	1.476   	1.282   	0.000   	1.820   	-0.000  	-       	
15.375  	0.006   	1.476   	1.282   	0.000   	1.820   	-0.000  	-       	
15.392  	0.006   	1.476   	1.282   	0.000   	1.820   	-0.000  	-       	
15.409  	0.006   	1.476   	1.282   	0.000   	1.820   	-0.000  	-       	
15.425  	0.006   	1.476   	1.282   	0.000   	1.820   	-0.000  	-       	
15.442  	0.006   	1.476   	1.282   	0.000   	1.820   	-0.000  	-       	
15.459  	0.006   	1.476   	1.282   	0.000   	1.820   	-0.000  	-       	
15.475  	0.006   	1.476   	1.282   	0.000   	1.820   	-0.000  	-       	
15.492  	0.006   	1.476   	1.282   	0.000   	1.820   	-0.000  	-       	
15.508  	0.006   	1.476   	1.282   	0.000   	1.820   	-0.000  	-       	
15.525  	0.002   	1.476   	1.282   	0.000   	1.820   	-0.000  	-       	
15.542  	0.000   	1.476   	1.282   	0.000   	1.820   	-0.000  	-       	
15.558  	-0.004  	1.476   	1.282   	0.000   	1.820   	-0.000  	-       	
15.575  	-0.004  	1.476   	1.282   	0.000   	1.820   	-0.000  	-       	
15.592  	-0.004  	1.476   	1.282   	0.000   	1.820   	-0.000  	-       	
15.608  	-0.004  	1.476   	1.282   	0.000   	1.820   	-0.000  	-       	
15.625  	-0.004  	1.476   	1.282   	0.000   	1.820   	-0.000  	-       	
15.642  	-0.004  	1.476   	1.282   	0.000   	1.820   	-0.000  	-       	
15.659  	-0.004  	1.476   	1.282   	0.000   	1.820   	-0.000  	-       	
15.675  	-0.004  	1.476   	1.282   	0.000   	1.820   	-0.000  	-       	
15.692  	-0.004  	1.476   	1.282   	0.000   	1.820   	-0.000  	-       	
15.709  	-0.004  	1.476   	1.282   	0.000   	1.820   	-0.000  	-       	
15.725  	-0.006  	1.478   	1.282   	0.000   	1.820   	-0.000  	-       	
15.742  	-0.004  	1.483   	1.281   	0.000   	1.820   	-0.000  	-       	
15.759  	-0.004  	1.485   	1.281   	0.000   	1.820   	-0.000  	-       	
15.776  	0.000   	1.491   	1.279   	0.000   	1.820   	-0.000  	-       	
15.792  	0.000   	1.494   	1.279   	0.000   	1.820   	-0.000  	-       	
15.809  	0.000   	1.502   	1.279   	0.000   	1.820   	-0.000  	-       	
15.826  	0.008   	1.513   	1.280   	0.000   	1.820   	-0.000  	-       	
15.842  	0.016   	1.523   	1.283   	0.000   	1.820   	-0.000  	-       	
15.859  	0.018   	1.527   	1.284   	0.000   	1.820   	-0.000  	-       	
15.876  	0.024   	1.530   	1.286   	0.000   	1.820   	-0.000  	-       	
15.892  	0.026   	1.532   	1.287   	0.000   	1.820   	-0.000  	-       	
15.909  	0.032   	1.534   	1.289   	0.000   	1.820   	-0.000  	-       	
15.925  	0.034   	1.534   	1.290   	0.000   	1.820   	-0.000  	-       	
15.942  	0.039   	1.534   	1.291   	0.000   	1.820   	-0.000  	-       	
15.959  	0.049   	1.533   	1.294   	0.000   	1.820   	-0.000  	-       	
15.976  	0.059   	1.531   	1.300   	0.000   	1.820   	-0.000  	-       	
15.992  	0.074   	1.529   	1.309   	0.000   	1.820   	-0.000  	-       	
16.009  	0.099   	1.515   	1.332   	-0.000  	1.820   	-0.000  	-       	
16.025  	0.101   	1.514   	1.335   	0.000   	1.820   	-0.000  	-       	
16.042  	0.101   	1.514   	1.335   	0.000   	1.820   	-0.000  	-       	
16.059  	0.101   	1.514   	1.335   	0.000   	1.820   	-0.000  	-       	
16.076  	0.101   	1.514   	1.335   	0.000   	1.820   	-0.000  	-       	
16.092  	0.103   	1.513   	1.339   	-0.000  	1.820   	-0.000  	-       	
16.109  	0.632   	0.182   	7.038   	-0.000  	1.820   	-0.000  	-       	
16.126  	0.744   	0.144   	7.038   	-0.000  	1.820   	-0.000  	gaze ended: basketball	
16.142  	0.867   	0.106   	7.038   	-0.000  	1.820   	-0.000  	-       	
16.159  	0.968   	0.091   	7.038   	-0.000  	1.820   	-0.000  	-       	
16.176  	1.053   	0.085   	7.001   	-0.000  	1.820   	-0.000  	-       	
16.193  	1.094   	0.089   	6.979   	-0.000  	1.820   	-0.000  	-       	
16.210  	1.139   	0.087   	6.979   	-0.000  	1.820   	-0.000  	-       	
16.226  	1.196   	0.084   	6.980   	-0.000  	1.820   	-0.000  	-       	
16.242  	1.311   	0.077   	6.989   	-0.000  	1.820   	-0.000  	-       	
16.259  	1.422   	0.065   	6.922   	-0.000  	1.820   	-0.000  	-       	
16.276  	1.572   	-0.008  	7.137   	-0.000  	1.820   	-0.000  	-       	
16.292  	1.639   	-0.008  	7.122   	-0.000  	1.820   	-0.000  	-       	
16.309  	1.673   	-0.008  	7.114   	-0.000  	1.820   	-0.000  	-       	
16.325  	1.684   	-0.008  	7.112   	-0.000  	1.820   	-0.000  	-       	
16.342  	1.752   	-0.008  	7.146   	-0.000  	1.820   	-0.000  	-       	
16.359  	1.809   	-0.008  	7.183   	-0.000  	1.820   	-0.000  	-       	
16.376  	1.889   	-0.008  	7.214   	-0.000  	1.820   	-0.000  	-       	
16.393  	1.947   	-0.008  	7.252   	-0.000  	1.820   	-0.000  	-       	
16.409  	2.037   	0.023   	7.311   	-0.000  	1.820   	-0.000  	-       	
16.426  	2.137   	0.067   	7.311   	-0.000  	1.820   	-0.000  	-       	
16.442  	2.237   	0.086   	7.311   	-0.000  	1.820   	-0.000  	-       	
16.459  	2.350   	0.116   	7.311   	-0.000  	1.820   	-0.000  	-       	
16.476  	2.425   	0.178   	7.229   	-0.000  	1.820   	-0.000  	-       	
16.492  	2.463   	0.201   	7.229   	-0.000  	1.820   	-0.000  	-       	
16.509  	2.539   	0.233   	7.229   	-0.000  	1.820   	-0.000  	-       	
16.526  	2.590   	0.280   	7.229   	-0.000  	1.820   	-0.000  	-       	
16.543  	2.642   	0.314   	7.229   	-0.000  	1.820   	-0.000  	-       	
16.559  	2.719   	0.321   	7.229   	-0.000  	1.820   	-0.000  	-       	
16.576  	2.784   	0.342   	7.229   	-0.000  	1.820   	-0.000  	-       	
16.593  	2.849   	0.350   	7.229   	-0.000  	1.820   	-0.000  	-       	
16.609  	2.889   	0.348   	7.229   	-0.000  	1.820   	-0.000  	-       	
16.626  	2.889   	0.348   	7.229   	-0.000  	1.820   	-0.000  	-       	
16.642  	2.889   	0.348   	7.229   	-0.000  	1.820   	-0.000  	-       	
16.659  	2.889   	0.348   	7.229   	-0.000  	1.820   	-0.000  	-       	
16.676  	2.915   	0.346   	7.229   	-0.000  	1.820   	-0.000  	-       	
16.692  	2.955   	0.343   	7.229   	-0.000  	1.820   	-0.000  	-       	
16.709  	3.726   	-0.008  	8.916   	-0.000  	1.820   	-0.000  	-       	
16.726  	3.796   	-0.008  	8.886   	-0.000  	1.820   	-0.000  	-       	
16.743  	3.824   	-0.008  	8.874   	-0.000  	1.820   	-0.000  	-       	
16.759  	3.921   	-0.008  	8.832   	-0.000  	1.820   	-0.000  	-       	
16.777  	4.018   	-0.008  	8.788   	-0.000  	1.820   	-0.000  	-       	
16.793  	4.101   	-0.008  	8.750   	-0.000  	1.820   	-0.000  	-       	
16.809  	4.128   	-0.008  	8.737   	-0.000  	1.820   	-0.000  	-       	
16.826  	4.142   	-0.008  	8.730   	-0.000  	1.820   	-0.000  	-       	
16.843  	4.099   	-0.008  	8.570   	-0.000  	1.820   	-0.000  	-       	
16.859  	0.696   	1.509   	1.399   	-0.000  	1.820   	-0.000  	-       	
16.877  	0.703   	1.508   	1.363   	-0.000  	1.820   	-0.000  	gaze started: volleyball	
16.893  	0.709   	1.502   	1.349   	-0.000  	1.820   	-0.000  	-       	
16.909  	0.709   	1.502   	1.349   	-0.000  	1.820   	-0.000  	-       	
16.926  	0.709   	1.502   	1.349   	-0.000  	1.820   	-0.000  	-       	
16.943  	0.709   	1.502   	1.349   	-0.000  	1.820   	-0.000  	-       	
16.959  	0.709   	1.502   	1.349   	-0.000  	1.820   	-0.000  	-       	
16.976  	0.709   	1.502   	1.349   	-0.000  	1.820   	-0.000  	-       	
16.993  	0.709   	1.502   	1.349   	-0.000  	1.820   	-0.000  	-       	
17.010  	0.709   	1.502   	1.349   	-0.000  	1.820   	-0.000  	-       	
17.026  	0.709   	1.502   	1.349   	-0.000  	1.820   	-0.000  	-       	
17.043  	0.709   	1.502   	1.349   	-0.000  	1.820   	-0.000  	-       	
17.060  	0.714   	1.503   	1.339   	-0.000  	1.820   	-0.000  	-       	
17.076  	0.720   	1.504   	1.330   	-0.000  	1.820   	-0.000  	-       	
