seconds 	point x 	point y 	point z 	position x	position y	position z	flag    	
5.620   	5.052   	7.013   	-4.989  	0.000   	1.820   	-0.000  	-       	
5.636   	5.052   	6.914   	-4.896  	0.000   	1.820   	-0.000  	-       	
5.653   	5.101   	6.870   	-4.790  	0.000   	1.820   	-0.000  	-       	
5.670   	5.101   	6.767   	-4.612  	0.000   	1.820   	-0.000  	-       	
5.687   	5.101   	6.685   	-4.440  	0.000   	1.820   	-0.000  	-       	
5.704   	5.101   	6.572   	-4.301  	0.000   	1.820   	-0.000  	-       	
5.721   	5.101   	6.511   	-4.166  	0.000   	1.820   	-0.000  	-       	
5.737   	5.052   	6.374   	-3.919  	0.000   	1.820   	-0.000  	-       	
5.753   	5.011   	6.253   	-3.763  	0.000   	1.820   	-0.000  	-       	
5.770   	5.011   	6.163   	-3.617  	0.000   	1.820   	-0.000  	-       	
5.787   	5.011   	6.073   	-3.463  	0.000   	1.820   	-0.000  	-       	
5.804   	5.011   	5.996   	-3.303  	0.000   	1.820   	-0.000  	-       	
5.820   	5.011   	5.900   	-3.158  	0.000   	1.820   	-0.000  	-       	
5.837   	5.011   	5.799   	-3.028  	0.000   	1.820   	-0.000  	-       	
5.854   	5.011   	5.739   	-2.932  	0.000   	1.820   	-0.000  	-       	
5.870   	5.011   	5.651   	-2.827  	0.000   	1.820   	-0.000  	-       	
5.887   	5.011   	5.576   	-2.755  	0.000   	1.820   	-0.000  	-       	
5.904   	5.011   	5.528   	-2.684  	0.000   	1.820   	-0.000  	-       	
5.921   	5.011   	5.459   	-2.623  	0.000   	1.820   	-0.000  	-       	
5.937   	5.011   	5.353   	-2.514  	0.000   	1.820   	-0.000  	-       	
5.954   	5.011   	5.280   	-2.426  	0.000   	1.820   	-0.000  	-       	
5.970   	5.011   	5.192   	-2.320  	0.000   	1.820   	-0.000  	-       	
5.987   	5.011   	5.084   	-2.169  	0.000   	1.820   	-0.000  	-       	
6.004   	4.978   	4.926   	-2.007  	0.000   	1.820   	-0.000  	-       	
6.020   	5.063   	4.874   	-1.913  	0.000   	1.820   	-0.000  	-       	
6.037   	5.150   	4.821   	-1.809  	0.000   	1.820   	-0.000  	-       	
6.053   	5.181   	4.802   	-1.738  	0.000   	1.820   	-0.000  	-       	
6.070   	5.203   	4.788   	-1.655  	0.000   	1.820   	-0.000  	-       	
6.087   	5.215   	4.780   	-1.569  	0.000   	1.820   	-0.000  	-       	
6.104   	5.232   	4.770   	-1.440  	0.000   	1.820   	-0.000  	-       	
6.121   	5.246   	4.761   	-1.321  	0.000   	1.820   	-0.000  	-       	
6.137   	5.267   	4.749   	-1.134  	0.000   	1.820   	-0.000  	-       	
6.154   	5.270   	4.747   	-1.100  	0.000   	1.820   	-0.000  	-       	
6.170   	5.270   	4.747   	-1.100  	0.000   	1.820   	-0.000  	-       	
6.187   	5.270   	4.747   	-1.100  	0.000   	1.820   	-0.000  	-       	
6.204   	5.270   	4.747   	-1.100  	0.000   	1.820   	-0.000  	-       	
6.220   	5.270   	4.747   	-1.100  	0.000   	1.820   	-0.000  	-       	
6.237   	5.270   	4.747   	-1.100  	0.000   	1.820   	-0.000  	-       	
6.254   	5.270   	4.747   	-1.100  	0.000   	1.820   	-0.000  	-       	
6.271   	5.270   	4.747   	-1.100  	0.000   	1.820   	-0.000  	-       	
6.287   	5.270   	4.747   	-1.100  	0.000   	1.820   	-0.000  	-       	
6.304   	5.270   	4.747   	-1.100  	0.000   	1.820   	-0.000  	-       	
6.320   	5.270   	4.747   	-1.100  	0.000   	1.820   	-0.000  	-       	
6.337   	5.270   	4.747   	-1.100  	0.000   	1.820   	-0.000  	-       	
6.354   	5.270   	4.747   	-1.100  	0.000   	1.820   	-0.000  	-       	
6.370   	5.270   	4.747   	-1.100  	0.000   	1.820   	-0.000  	-       	
6.387   	5.270   	4.747   	-1.100  	0.000   	1.820   	-0.000  	-       	
6.404   	5.270   	4.747   	-1.100  	0.000   	1.820   	-0.000  	-       	
6.420   	5.270   	4.747   	-1.100  	0.000   	1.820   	-0.000  	-       	
6.437   	5.270   	4.747   	-1.100  	0.000   	1.820   	-0.000  	-       	
6.454   	5.270   	4.747   	-1.100  	0.000   	1.820   	-0.000  	-       	
6.471   	5.270   	4.747   	-1.100  	0.000   	1.820   	-0.000  	-       	
6.487   	5.270   	4.747   	-1.100  	0.000   	1.820   	-0.000  	-       	
6.504   	5.270   	4.747   	-1.100  	0.000   	1.820   	-0.000  	-       	
6.521   	5.270   	4.747   	-1.100  	0.000   	1.820   	-0.000  	-       	
6.537   	5.270   	4.747   	-1.100  	0.000   	1.820   	-0.000  	-       	
6.554   	5.270   	4.747   	-1.100  	0.000   	1.820   	-0.000  	-       	
6.571   	5.270   	4.747   	-1.100  	0.000   	1.820   	-0.000  	-       	
6.587   	5.270   	4.747   	-1.100  	0.000   	1.820   	-0.000  	-       	
6.604   	5.270   	4.747   	-1.100  	0.000   	1.820   	-0.000  	-       	
6.621   	5.270   	4.747   	-1.100  	0.000   	1.820   	-0.000  	-       	
6.637   	5.289   	4.735   	-1.104  	0.000   	1.820   	-0.000  	-       	
6.654   	5.289   	4.735   	-1.104  	0.000   	1.820   	-0.000  	-       	
6.671   	5.289   	4.735   	-1.104  	0.000   	1.820   	-0.000  	-       	
6.687   	5.289   	4.735   	-1.104  	0.000   	1.820   	-0.000  	-       	
6.704   	5.289   	4.735   	-1.104  	0.000   	1.820   	-0.000  	-       	
6.721   	5.289   	4.735   	-1.104  	0.000   	1.820   	-0.000  	-       	
6.737   	5.293   	4.733   	-1.062  	0.000   	1.820   	-0.000  	-       	
6.754   	5.297   	4.730   	-1.011  	0.000   	1.820   	-0.000  	-       	
6.770   	5.321   	4.715   	-0.955  	0.000   	1.820   	-0.000  	-       	
6.787   	5.354   	4.695   	-0.909  	0.000   	1.820   	-0.000  	-       	
6.804   	5.464   	4.726   	-0.857  	0.000   	1.820   	-0.000  	-       	
6.821   	5.476   	4.717   	-0.806  	0.000   	1.820   	-0.000  	-       	
6.837   	5.481   	4.715   	-0.736  	0.000   	1.820   	-0.000  	-       	
6.854   	5.502   	4.701   	-0.695  	0.000   	1.820   	-0.000  	-       	
6.871   	5.504   	4.699   	-0.660  	0.000   	1.820   	-0.000  	-       	
6.887   	5.505   	4.698   	-0.634  	0.000   	1.820   	-0.000  	-       	
6.905   	5.507   	4.697   	-0.591  	0.000   	1.820   	-0.000  	-       	
6.920   	5.512   	4.694   	-0.469  	0.000   	1.820   	-0.000  	-       	
6.937   	4.855   	4.376   	-0.306  	0.000   	1.820   	-0.000  	-       	
6.954   	4.837   	4.363   	-0.167  	0.000   	1.820   	-0.000  	-       	
6.971   	4.837   	4.362   	-0.061  	0.000   	1.820   	-0.000  	-       	
6.988   	4.837   	4.362   	0.030   	0.000   	1.820   	-0.000  	-       	
7.004   	4.837   	4.362   	0.114   	0.000   	1.820   	-0.000  	-       	
7.021   	4.837   	4.363   	0.175   	0.000   	1.820   	-0.000  	-       	
7.037   	4.837   	4.364   	0.228   	0.000   	1.820   	-0.000  	-       	
7.054   	4.846   	4.371   	0.297   	0.000   	1.820   	-0.000  	-       	
7.071   	5.512   	4.694   	0.477   	0.000   	1.820   	-0.000  	-       	
7.088   	5.534   	4.679   	0.611   	0.000   	1.820   	-0.000  	-       	
7.104   	5.587   	4.644   	0.697   	0.000   	1.820   	-0.000  	-       	
7.121   	5.687   	4.578   	0.809   	0.000   	1.820   	-0.000  	-       	
7.138   	5.731   	4.548   	0.880   	0.000   	1.820   	-0.000  	-       	
7.154   	5.733   	4.547   	1.000   	0.000   	1.820   	-0.000  	-       	
7.171   	5.719   	4.556   	1.175   	0.000   	1.820   	-0.000  	-       	
7.187   	5.704   	4.567   	1.350   	0.000   	1.820   	-0.000  	-       	
7.204   	5.690   	4.575   	1.480   	0.000   	1.820   	-0.000  	-       	
7.221   	5.700   	4.569   	1.578   	0.000   	1.820   	-0.000  	-       	
7.238   	5.694   	4.573   	1.635   	0.000   	1.820   	0.000   	-       	
7.254   	5.707   	4.565   	1.697   	0.000   	1.820   	0.000   	-       	
7.271   	5.700   	4.569   	1.753   	0.000   	1.820   	0.000   	-       	
7.288   	5.692   	4.575   	1.820   	0.000   	1.820   	0.000   	-       	
7.304   	5.677   	4.585   	1.933   	0.000   	1.820   	0.000   	-       	
7.321   	5.077   	4.294   	1.873   	0.000   	1.820   	0.000   	-       	
7.338   	5.050   	4.285   	1.954   	0.000   	1.820   	0.000   	-       	
7.354   	5.051   	4.280   	2.046   	0.000   	1.820   	0.000   	-       	
7.371   	5.671   	4.589   	2.401   	0.000   	1.820   	0.000   	-       	
7.388   	5.668   	4.591   	2.484   	0.000   	1.820   	0.000   	-       	
7.404   	5.663   	4.594   	2.578   	0.000   	1.820   	0.000   	-       	
7.421   	5.665   	4.592   	2.687   	0.000   	1.820   	0.000   	-       	
7.438   	5.645   	4.605   	2.798   	0.000   	1.820   	0.000   	-       	
7.454   	5.624   	4.619   	2.910   	0.000   	1.820   	0.000   	-       	
7.471   	5.604   	4.633   	3.012   	0.000   	1.820   	0.000   	-       	
7.488   	5.571   	4.655   	3.063   	0.000   	1.820   	0.000   	-       	
7.504   	5.550   	4.668   	3.108   	0.000   	1.820   	0.000   	-       	
7.521   	5.522   	4.687   	3.138   	0.000   	1.820   	0.000   	-       	
7.538   	5.522   	4.687   	3.138   	0.000   	1.820   	0.000   	-       	
7.554   	5.522   	4.687   	3.138   	0.000   	1.820   	0.000   	-       	
7.571   	5.522   	4.687   	3.138   	0.000   	1.820   	0.000   	-       	
7.588   	5.522   	4.687   	3.138   	0.000   	1.820   	0.000   	-       	
7.604   	5.522   	4.687   	3.138   	0.000   	1.820   	0.000   	-       	
7.621   	5.522   	4.687   	3.138   	0.000   	1.820   	0.000   	-       	
7.638   	5.522   	4.687   	3.138   	0.000   	1.820   	0.000   	-       	
7.655   	5.522   	4.687   	3.138   	0.000   	1.820   	0.000   	-       	
7.671   	5.522   	4.687   	3.138   	0.000   	1.820   	0.000   	-       	
7.688   	5.522   	4.687   	3.138   	0.000   	1.820   	0.000   	-       	
7.704   	5.522   	4.687   	3.138   	0.000   	1.820   	0.000   	-       	
7.721   	5.522   	4.687   	3.138   	0.000   	1.820   	0.000   	-       	
7.737   	5.522   	4.687   	3.138   	0.000   	1.820   	0.000   	-       	
7.754   	5.522   	4.687   	3.138   	0.000   	1.820   	0.000   	-       	
7.771   	5.522   	4.687   	3.138   	0.000   	1.820   	0.000   	-       	
7.788   	5.522   	4.687   	3.138   	0.000   	1.820   	0.000   	-       	
7.805   	5.522   	4.687   	3.138   	0.000   	1.820   	0.000   	-       	
7.821   	5.522   	4.687   	3.138   	0.000   	1.820   	0.000   	-       	
7.838   	5.522   	4.687   	3.138   	0.000   	1.820   	0.000   	-       	
7.855   	5.522   	4.687   	3.138   	0.000   	1.820   	0.000   	-       	
7.871   	5.522   	4.687   	3.138   	0.000   	1.820   	0.000   	-       	
7.888   	5.522   	4.687   	3.138   	0.000   	1.820   	0.000   	-       	
7.904   	5.522   	4.687   	3.138   	0.000   	1.820   	0.000   	-       	
7.921   	5.522   	4.687   	3.138   	0.000   	1.820   	0.000   	-       	
7.938   	5.522   	4.687   	3.138   	0.000   	1.820   	0.000   	-       	
7.954   	5.522   	4.687   	3.138   	0.000   	1.820   	0.000   	-       	
7.971   	5.522   	4.687   	3.138   	0.000   	1.820   	0.000   	-       	
7.988   	5.522   	4.687   	3.138   	0.000   	1.820   	0.000   	-       	
8.004   	5.522   	4.687   	3.138   	0.000   	1.820   	0.000   	-       	
8.021   	5.522   	4.687   	3.138   	0.000   	1.820   	0.000   	-       	
8.038   	5.522   	4.687   	3.138   	0.000   	1.820   	0.000   	-       	
8.055   	5.522   	4.687   	3.138   	0.000   	1.820   	0.000   	-       	
8.071   	5.530   	4.682   	3.154   	0.000   	1.820   	0.000   	-       	
8.088   	5.530   	4.682   	3.154   	0.000   	1.820   	0.000   	-       	
8.105   	5.530   	4.682   	3.154   	0.000   	1.820   	0.000   	-       	
8.121   	5.525   	4.685   	3.174   	0.000   	1.820   	0.000   	-       	
8.138   	5.521   	4.688   	3.195   	0.000   	1.820   	0.000   	-       	
8.187   	5.512   	4.694   	3.236   	0.000   	1.820   	0.000   	-       	
8.201   	5.454   	4.732   	3.342   	0.000   	1.820   	0.000   	-       	
8.206   	5.348   	4.699   	3.323   	0.000   	1.820   	0.000   	-       	
8.222   	5.348   	4.699   	3.323   	0.000   	1.820   	0.000   	-       	
8.238   	5.312   	4.721   	3.371   	0.000   	1.820   	0.000   	-       	
8.255   	5.295   	4.731   	3.395   	0.000   	1.820   	0.000   	-       	
8.272   	5.272   	4.746   	3.439   	0.000   	1.820   	0.000   	-       	
8.288   	5.251   	4.758   	3.473   	0.000   	1.820   	0.000   	-       	
8.305   	5.191   	4.795   	3.564   	0.000   	1.820   	0.000   	-       	
8.321   	5.162   	4.813   	3.628   	0.000   	1.820   	0.000   	-       	
8.338   	5.112   	4.844   	3.677   	0.000   	1.820   	0.000   	-       	
8.355   	5.065   	4.873   	3.716   	0.000   	1.820   	0.000   	-       	
8.372   	5.010   	4.906   	3.737   	0.000   	1.820   	0.000   	-       	
8.388   	4.976   	4.976   	3.809   	0.000   	1.820   	0.000   	-       	
8.405   	5.011   	5.100   	3.963   	0.000   	1.820   	0.000   	-       	
8.421   	5.011   	5.215   	4.158   	0.000   	1.820   	0.000   	-       	
8.438   	5.011   	5.269   	4.279   	0.000   	1.820   	0.000   	-       	
8.455   	5.011   	5.297   	4.320   	0.000   	1.820   	0.000   	-       	
8.471   	5.011   	5.297   	4.320   	0.000   	1.820   	0.000   	-       	
8.488   	5.011   	5.297   	4.320   	0.000   	1.820   	0.000   	-       	
8.505   	5.011   	5.297   	4.320   	0.000   	1.820   	0.000   	-       	
8.522   	5.011   	5.297   	4.320   	0.000   	1.820   	0.000   	-       	
8.538   	5.011   	5.297   	4.320   	0.000   	1.820   	0.000   	-       	
8.555   	5.011   	5.306   	4.348   	0.000   	1.820   	0.000   	-       	
8.572   	5.011   	5.277   	4.417   	0.000   	1.820   	0.000   	-       	
8.588   	5.011   	5.093   	4.460   	0.000   	1.820   	0.000   	-       	
8.605   	5.026   	4.896   	4.473   	0.000   	1.820   	0.000   	-       	
8.622   	5.186   	4.798   	4.615   	0.000   	1.820   	0.000   	-       	
8.638   	5.300   	4.728   	4.702   	0.000   	1.820   	0.000   	-       	
8.655   	5.516   	4.691   	4.863   	0.000   	1.820   	0.000   	-       	
8.672   	5.665   	4.592   	4.994   	0.000   	1.820   	-0.000  	-       	
8.688   	5.783   	4.514   	5.098   	0.000   	1.820   	-0.000  	-       	
8.705   	5.868   	4.402   	5.173   	0.000   	1.820   	-0.000  	-       	
8.721   	6.110   	4.298   	5.386   	-0.000  	1.820   	-0.000  	-       	
8.738   	4.993   	3.765   	4.401   	-0.000  	1.820   	-0.000  	-       	
8.755   	4.992   	3.699   	4.415   	-0.000  	1.820   	-0.000  	-       	
8.772   	4.992   	3.651   	4.456   	-0.000  	1.820   	-0.000  	-       	
8.788   	5.056   	3.599   	4.542   	-0.000  	1.820   	-0.000  	-       	
8.805   	5.290   	3.597   	4.813   	-0.000  	1.820   	-0.000  	-       	
8.822   	6.601   	3.972   	6.063   	-0.000  	1.820   	-0.000  	-       	
8.838   	6.686   	3.915   	6.180   	-0.000  	1.820   	-0.000  	-       	
8.855   	6.724   	3.891   	6.274   	-0.000  	1.820   	-0.000  	-       	
8.872   	6.793   	3.845   	6.399   	-0.000  	1.820   	-0.000  	-       	
8.889   	6.845   	3.810   	6.530   	-0.000  	1.820   	-0.000  	-       	
8.905   	6.960   	3.734   	6.873   	-0.000  	1.820   	-0.000  	-       	
8.922   	7.007   	3.703   	7.073   	-0.000  	1.820   	-0.000  	-       	
8.938   	5.221   	3.188   	5.370   	-0.000  	1.820   	-0.000  	-       	
8.955   	5.133   	3.150   	5.347   	-0.000  	1.820   	-0.000  	-       	
8.972   	5.063   	3.073   	5.375   	-0.000  	1.820   	-0.000  	-       	
8.988   	5.035   	2.999   	5.481   	-0.000  	1.820   	-0.000  	-       	
9.005   	6.443   	3.230   	7.239   	-0.000  	1.820   	-0.000  	-       	
9.022   	6.215   	3.085   	7.231   	-0.000  	1.820   	-0.000  	-       	
9.039   	6.141   	2.941   	7.376   	-0.000  	1.820   	-0.000  	-       	
9.055   	6.036   	2.801   	7.438   	-0.000  	1.820   	-0.000  	-       	
9.071   	5.826   	2.683   	7.438   	-0.000  	1.820   	-0.000  	-       	
9.089   	5.621   	2.598   	7.438   	-0.000  	1.820   	-0.000  	-       	
9.105   	5.166   	2.519   	7.229   	-0.000  	1.820   	-0.000  	-       	
9.121   	4.946   	2.482   	7.229   	-0.000  	1.820   	-0.000  	-       	
9.139   	4.837   	2.420   	7.439   	-0.000  	1.820   	-0.000  	-       	
9.155   	5.065   	2.427   	8.206   	-0.000  	1.820   	-0.000  	-       	
9.171   	5.002   	2.428   	8.549   	-0.000  	1.820   	-0.000  	-       	
9.189   	4.997   	2.412   	8.856   	-0.000  	1.820   	-0.000  	-       	
9.205   	5.065   	2.387   	9.315   	-0.000  	1.820   	-0.000  	-       	
9.222   	5.064   	2.395   	9.492   	-0.000  	1.820   	-0.000  	-       	
9.239   	5.064   	2.393   	9.824   	-0.000  	1.820   	-0.000  	-       	
9.255   	5.064   	2.411   	10.215  	-0.000  	1.820   	-0.000  	-       	
9.272   	4.997   	2.425   	10.532  	-0.000  	1.820   	-0.000  	-       	
9.289   	4.972   	2.453   	11.150  	-0.000  	1.820   	-0.000  	-       	
9.305   	4.846   	2.451   	11.150  	-0.000  	1.820   	-0.000  	-       	
9.322   	4.784   	2.449   	11.150  	-0.000  	1.820   	-0.000  	-       	
9.339   	4.784   	2.449   	11.150  	-0.000  	1.820   	-0.000  	-       	
9.355   	4.784   	2.449   	11.150  	-0.000  	1.820   	-0.000  	-       	
9.372   	4.784   	2.449   	11.150  	-0.000  	1.820   	-0.000  	-       	
9.389   	4.743   	2.449   	11.150  	-0.000  	1.820   	-0.000  	-       	
9.406   	2.968   	2.213   	7.229   	-0.000  	1.820   	-0.000  	-       	
9.422   	2.889   	2.212   	7.229   	-0.000  	1.820   	-0.000  	-       	
9.438   	2.810   	2.210   	7.229   	-0.000  	1.820   	-0.000  	-       	
9.455   	2.745   	2.209   	7.229   	-0.000  	1.820   	-0.000  	-       	
9.472   	2.680   	2.208   	7.229   	-0.000  	1.820   	-0.000  	-       	
9.489   	2.565   	2.206   	7.229   	-0.000  	1.820   	-0.000  	-       	
9.505   	2.488   	2.205   	7.229   	-0.000  	1.820   	-0.000  	-       	
9.522   	2.437   	2.204   	7.229   	-0.000  	1.820   	-0.000  	-       	
9.539   	2.392   	2.204   	7.245   	-0.000  	1.820   	-0.000  	-       	
9.555   	2.383   	2.204   	7.256   	-0.000  	1.820   	-0.000  	-       	
9.572   	2.383   	2.204   	7.256   	-0.000  	1.820   	-0.000  	-       	
9.589   	2.383   	2.204   	7.256   	-0.000  	1.820   	-0.000  	-       	
9.605   	2.383   	2.204   	7.256   	-0.000  	1.820   	-0.000  	-       	
9.622   	2.383   	2.204   	7.256   	-0.000  	1.820   	-0.000  	-       	
9.639   	2.383   	2.204   	7.256   	-0.000  	1.820   	-0.000  	-       	
9.656   	2.383   	2.204   	7.256   	-0.000  	1.820   	-0.000  	-       	
9.672   	2.383   	2.204   	7.256   	-0.000  	1.820   	-0.000  	-       	
9.689   	2.383   	2.204   	7.256   	-0.000  	1.820   	-0.000  	-       	
9.706   	2.383   	2.204   	7.256   	-0.000  	1.820   	-0.000  	-       	
9.722   	2.383   	2.204   	7.256   	-0.000  	1.820   	-0.000  	-       	
9.739   	2.383   	2.204   	7.256   	-0.000  	1.820   	-0.000  	-       	
9.756   	2.383   	2.204   	7.256   	-0.000  	1.820   	-0.000  	-       	
9.772   	2.383   	2.204   	7.256   	-0.000  	1.820   	-0.000  	-       	
9.788   	2.383   	2.204   	7.256   	-0.000  	1.820   	-0.000  	-       	
9.806   	2.383   	2.204   	7.256   	-0.000  	1.820   	-0.000  	-       	
9.822   	2.383   	2.204   	7.256   	-0.000  	1.820   	-0.000  	-       	
9.838   	2.450   	2.180   	7.229   	-0.000  	1.820   	-0.000  	-       	
9.855   	2.514   	2.217   	7.229   	-0.000  	1.820   	-0.000  	-       	
9.872   	2.514   	2.217   	7.229   	-0.000  	1.820   	-0.000  	-       	
9.889   	2.514   	2.217   	7.229   	-0.000  	1.820   	-0.000  	-       	
9.906   	2.514   	2.217   	7.229   	-0.000  	1.820   	-0.000  	-       	
9.922   	2.514   	2.217   	7.229   	-0.000  	1.820   	-0.000  	-       	
9.939   	2.514   	2.217   	7.229   	-0.000  	1.820   	-0.000  	-       	
9.956   	2.514   	2.217   	7.229   	-0.000  	1.820   	-0.000  	-       	
9.972   	2.514   	2.217   	7.229   	-0.000  	1.820   	-0.000  	-       	
9.989   	2.514   	2.217   	7.229   	-0.000  	1.820   	-0.000  	-       	
10.006  	2.514   	2.217   	7.229   	-0.000  	1.820   	-0.000  	-       	
10.022  	2.514   	2.217   	7.229   	-0.000  	1.820   	-0.000  	-       	
10.039  	2.514   	2.217   	7.229   	-0.000  	1.820   	-0.000  	-       	
10.056  	2.514   	2.217   	7.229   	-0.000  	1.820   	-0.000  	-       	
10.072  	2.514   	2.217   	7.229   	-0.000  	1.820   	-0.000  	-       	
10.089  	2.514   	2.217   	7.229   	-0.000  	1.820   	-0.000  	-       	
10.106  	2.514   	2.217   	7.229   	-0.000  	1.820   	-0.000  	-       	
10.122  	2.514   	2.217   	7.229   	-0.000  	1.820   	-0.000  	-       	
10.139  	2.514   	2.217   	7.229   	-0.000  	1.820   	-0.000  	-       	
10.156  	2.514   	2.217   	7.229   	-0.000  	1.820   	-0.000  	-       	
10.172  	2.514   	2.217   	7.229   	-0.000  	1.820   	-0.000  	-       	
10.189  	2.514   	2.217   	7.229   	-0.000  	1.820   	-0.000  	-       	
10.206  	2.514   	2.217   	7.229   	-0.000  	1.820   	-0.000  	-       	
10.222  	2.514   	2.217   	7.229   	-0.000  	1.820   	-0.000  	-       	
10.239  	2.629   	2.231   	7.229   	-0.000  	1.820   	-0.000  	-       	
10.256  	2.693   	2.245   	7.229   	-0.000  	1.820   	-0.000  	-       	
10.273  	2.706   	2.245   	7.229   	-0.000  	1.820   	-0.000  	-       	
10.289  	2.719   	2.257   	7.229   	-0.000  	1.820   	-0.000  	-       	
10.306  	2.719   	2.257   	7.229   	-0.000  	1.820   	-0.000  	-       	
10.322  	2.719   	2.257   	7.229   	-0.000  	1.820   	-0.000  	-       	
10.339  	2.719   	2.257   	7.229   	-0.000  	1.820   	-0.000  	-       	
10.355  	2.719   	2.257   	7.229   	-0.000  	1.820   	-0.000  	-       	
10.373  	2.680   	2.256   	7.229   	-0.000  	1.820   	-0.000  	-       	
10.389  	2.539   	2.181   	7.229   	-0.000  	1.820   	-0.000  	-       	
10.406  	2.392   	2.108   	7.245   	-0.000  	1.820   	-0.000  	-       	
10.423  	2.327   	2.040   	7.438   	-0.000  	1.820   	-0.000  	-       	
10.439  	2.212   	1.978   	7.438   	-0.000  	1.820   	-0.000  	-       	
10.456  	2.139   	1.953   	7.407   	-0.000  	1.820   	-0.000  	-       	
10.473  	2.077   	1.892   	7.407   	-0.000  	1.820   	-0.000  	-       	
10.489  	1.952   	1.772   	7.407   	-0.000  	1.820   	-0.000  	-       	
10.506  	1.890   	1.700   	7.407   	-0.000  	1.820   	-0.000  	-       	
10.523  	1.840   	1.640   	7.407   	-0.000  	1.820   	-0.000  	-       	
10.539  	1.828   	1.580   	7.407   	-0.000  	1.820   	-0.000  	-       	
10.556  	1.803   	1.484   	7.407   	-0.000  	1.820   	-0.000  	-       	
10.573  	1.791   	1.341   	7.407   	-0.000  	1.820   	-0.000  	-       	
10.589  	1.766   	1.221   	7.407   	-0.000  	1.820   	-0.000  	-       	
10.606  	1.742   	1.149   	7.407   	-0.000  	1.820   	-0.000  	-       	
10.623  	1.717   	1.113   	7.407   	-0.000  	1.820   	-0.000  	-       	
10.639  	1.693   	1.078   	7.407   	-0.000  	1.820   	-0.000  	-       	
10.656  	1.631   	1.031   	7.407   	-0.000  	1.820   	-0.000  	-       	
10.673  	1.504   	0.958   	7.438   	-0.000  	1.820   	-0.000  	-       	
10.689  	1.322   	0.902   	7.438   	-0.000  	1.820   	-0.000  	-       	
10.706  	1.106   	0.916   	6.980   	-0.000  	1.820   	-0.000  	-       	
10.723  	1.016   	0.907   	6.979   	-0.000  	1.820   	-0.000  	-       	
10.739  	0.979   	0.866   	7.038   	-0.000  	1.820   	-0.000  	-       	
10.756  	0.946   	0.866   	7.038   	-0.000  	1.820   	-0.000  	-       	
10.773  	0.811   	0.857   	7.038   	-0.000  	1.820   	-0.000  	-       	
10.790  	0.688   	0.847   	7.038   	-0.000  	1.820   	-0.000  	-       	
10.806  	0.621   	0.803   	7.038   	-0.000  	1.820   	-0.000  	-       	
10.823  	0.565   	0.792   	7.038   	0.000   	1.820   	-0.000  	-       	
10.840  	0.565   	0.792   	7.038   	0.000   	1.820   	-0.000  	-       	
10.856  	0.565   	0.792   	7.038   	0.000   	1.820   	-0.000  	-       	
10.872  	0.565   	0.792   	7.038   	0.000   	1.820   	-0.000  	-       	
10.890  	0.565   	0.792   	7.038   	0.000   	1.820   	-0.000  	-       	
10.906  	0.565   	0.792   	7.038   	0.000   	1.820   	-0.000  	-       	
10.922  	0.565   	0.792   	7.038   	0.000   	1.820   	-0.000  	-       	
10.939  	0.565   	0.792   	7.038   	0.000   	1.820   	-0.000  	-       	
10.956  	0.565   	0.792   	7.038   	0.000   	1.820   	-0.000  	-       	
10.973  	0.565   	0.792   	7.038   	0.000   	1.820   	-0.000  	-       	
10.990  	0.565   	0.792   	7.038   	0.000   	1.820   	-0.000  	-       	
11.006  	0.565   	0.792   	7.038   	0.000   	1.820   	-0.000  	-       	
11.023  	0.565   	0.792   	7.038   	0.000   	1.820   	-0.000  	-       	
11.040  	0.565   	0.792   	7.038   	0.000   	1.820   	-0.000  	-       	
11.056  	0.565   	0.792   	7.038   	0.000   	1.820   	-0.000  	-       	
11.073  	0.565   	0.792   	7.038   	0.000   	1.820   	-0.000  	-       	
11.090  	0.565   	0.792   	7.038   	0.000   	1.820   	-0.000  	-       	
11.106  	0.565   	0.792   	7.038   	0.000   	1.820   	-0.000  	-       	
11.123  	0.565   	0.792   	7.038   	0.000   	1.820   	-0.000  	-       	
11.140  	0.565   	0.792   	7.038   	0.000   	1.820   	-0.000  	-       	
11.156  	0.565   	0.792   	7.038   	0.000   	1.820   	-0.000  	-       	
11.173  	0.565   	0.792   	7.038   	0.000   	1.820   	-0.000  	-       	
11.190  	0.565   	0.792   	7.038   	0.000   	1.820   	-0.000  	-       	
11.206  	0.554   	0.759   	7.038   	-0.000  	1.820   	-0.000  	-       	
11.223  	0.521   	0.714   	7.038   	0.000   	1.820   	-0.000  	-       	
11.240  	0.499   	0.680   	7.038   	-0.000  	1.820   	-0.000  	-       	
11.256  	0.443   	0.646   	7.038   	0.000   	1.820   	-0.000  	-       	
11.273  	0.080   	1.586   	1.375   	-0.000  	1.820   	-0.000  	-       	
11.290  	0.075   	1.585   	1.357   	0.000   	1.820   	-0.000  	gaze started: basketball	
11.306  	0.065   	1.580   	1.337   	-0.000  	1.820   	-0.000  	-       	
11.323  	0.065   	1.576   	1.332   	0.000   	1.820   	-0.000  	-       	
11.340  	0.060   	1.573   	1.326   	0.000   	1.820   	-0.000  	-       	
11.357  	0.054   	1.569   	1.317   	0.000   	1.820   	-0.000  	-       	
11.373  	0.049   	1.563   	1.310   	0.000   	1.820   	-0.000  	-       	
