vizconnect_config_desktop_3d.py
Object count: 	4 3
C:\Users\akp42\Desktop\SightLab VR Multi User 1.9\utils\resources/environment/dojo.osgb	C:\Users\akp42\Desktop\SightLab VR Multi User 1.9\utils\resources/gaze_point/gaze_point1.osgb	C:\Users\akp42\Desktop\SightLab VR Multi User 1.9\utils\resources/avatar/head/Male1.osgb	C:\Users\akp42\Desktop\SightLab VR Multi User 1.9\utils\resources/avatar/hands/controller1.osgb	
basketball	soccerball	volleyball

0.003396300000002128	[0.0, 0.0, -0.0]	[0.0, -0.0, 0.0]	[0.986791729927063, 1.1636316230578814e-05, -0.5608282685279846]	[0.0, -0.0, 0.0]	[-1.9616632016550284e-06, 1.81999933719635, 1.0457227972437977e-06]	[119.611083984375, 58.050411224365234, -0.00023969153698999435]	[0.06084371358156204, 1.4276771545410156, -0.14960211515426636]	[119.61129760742188, 58.0504150390625, 1.5649929991923273e-05]	[0.0, 0.0, -0.0]	[0.0, -0.0, 0.0]	[0.0, 0.0, -0.0]	[0.0, -0.0, 0.0]	[0.0, 0.0, -0.0]	[0.0, -0.0, 0.0]	
0.018487300000000317	[0.0, 0.0, -0.0]	[0.0, -0.0, 0.0]	[0.986791729927063, 1.1636316230578814e-05, -0.5608282685279846]	[0.0, -0.0, 0.0]	[-1.9616632016550284e-06, 1.81999933719635, 1.0457227972437977e-06]	[119.611083984375, 58.050411224365234, -0.00023969153698999435]	[0.06084371358156204, 1.4276771545410156, -0.14960211515426636]	[119.61129760742188, 58.0504150390625, 1.5649929991923273e-05]	[0.0, 0.0, -0.0]	[0.0, -0.0, 0.0]	[0.0, 0.0, -0.0]	[0.0, -0.0, 0.0]	[0.0, 0.0, -0.0]	[0.0, -0.0, 0.0]	
0.03444819999999993	[0.0, 0.0, -0.0]	[0.0, -0.0, 0.0]	[0.986791729927063, 1.1636316230578814e-05, -0.5608282685279846]	[0.0, -0.0, 0.0]	[-1.9616632016550284e-06, 1.81999933719635, 1.0457227972437977e-06]	[119.611083984375, 58.050411224365234, -0.00023969153698999435]	[0.06007322669029236, 1.4274784326553345, -0.14939208328723907]	[119.70128631591797, 58.14041519165039, 1.6154155673575588e-05]	[0.0, 0.0, -0.0]	[0.0, -0.0, 0.0]	[0.0, 0.0, -0.0]	[0.0, -0.0, 0.0]	[0.0, 0.0, -0.0]	[0.0, -0.0, 0.0]	
0.051016100000001785	[0.0, 0.0, -0.0]	[0.0, -0.0, 0.0]	[0.9824636578559875, 1.1649347470665816e-05, -0.5604118704795837]	[0.0, -0.0, 0.0]	[-1.946915517692105e-06, 1.8199992179870605, 1.053512164617132e-06]	[119.7010726928711, 58.14041519165039, -0.00023564307775814086]	[0.05954767391085625, 1.4280774593353271, -0.15116477012634277]	[120.51128387451172, 57.870418548583984, 1.4183952771418262e-05]	[0.0, 0.0, -0.0]	[0.0, -0.0, 0.0]	[0.0, 0.0, -0.0]	[0.0, -0.0, 0.0]	[0.0, 0.0, -0.0]	[0.0, -0.0, 0.0]	
0.06762370000000217	[0.0, 0.0, -0.0]	[0.0, -0.0, 0.0]	[0.98471599817276, 1.1663889381452464e-05, -0.580298662185669]	[0.0, -0.0, 0.0]	[-1.932464556375635e-06, 1.81999933719635, 1.0766486866486957e-06]	[120.5110855102539, 57.87041473388672, -0.00022495760640595108]	[0.06271561235189438, 1.4305607080459595, -0.15621687471866608]	[121.68128204345703, 56.7904167175293, 1.4002928764966782e-05]	[0.0, 0.0, -0.0]	[0.0, -0.0, 0.0]	[0.0, 0.0, -0.0]	[0.0, -0.0, 0.0]	[0.0, 0.0, -0.0]	[0.0, -0.0, 0.0]	
0.08409400000000034	[0.0, 0.0, -0.0]	[0.0, -0.0, 0.0]	[1.0138620138168335, 1.1745705705834553e-05, -0.625711977481842]	[0.0, -0.0, 0.0]	[-1.9176466139469994e-06, 1.8199992179870605, 1.0837599120350205e-06]	[121.68109130859375, 56.7904167175293, -0.0002251341356895864]	[0.06717755645513535, 1.4331822395324707, -0.16080772876739502]	[122.31128692626953, 55.710411071777344, 1.66649970196886e-05]	[0.0, 0.0, -0.0]	[0.0, -0.0, 0.0]	[0.0, 0.0, -0.0]	[0.0, -0.0, 0.0]	[0.0, 0.0, -0.0]	[0.0, -0.0, 0.0]	
0.10077640000000088	[0.0, 0.0, -0.0]	[0.0, -0.0, 0.0]	[1.0488624572753906, 1.1596893273235764e-05, -0.6633477807044983]	[0.0, -0.0, 0.0]	[-1.8815929934135056e-06, 1.8199992179870605, 1.140215999839711e-06]	[122.31109619140625, 55.71040725708008, -0.00021592879784293473]	[0.07177386432886124, 1.4357060194015503, -0.16482295095920563]	[122.6712875366211, 54.72041702270508, 1.5367924788733944e-05]	[0.0, 0.0, -0.0]	[0.0, -0.0, 0.0]	[0.0, 0.0, -0.0]	[0.0, -0.0, 0.0]	[0.0, 0.0, -0.0]	[0.0, -0.0, 0.0]	
0.11741059999999948	[0.0, 0.0, -0.0]	[0.0, -0.0, 0.0]	[1.0839197635650635, 1.175987290480407e-05, -0.6950927972793579]	[0.0, -0.0, 0.0]	[-1.8856195538319298e-06, 1.8199992179870605, 1.1077082717747544e-06]	[122.67111206054688, 54.72041702270508, -0.0002162138553103432]	[0.07678721845149994, 1.4385900497436523, -0.1692044883966446]	[123.03128051757812, 53.640419006347656, 1.4311854101833887e-05]	[0.0, 0.0, -0.0]	[0.0, -0.0, 0.0]	[0.0, 0.0, -0.0]	[0.0, -0.0, 0.0]	[0.0, 0.0, -0.0]	[0.0, -0.0, 0.0]	
0.13331739999999925	[0.0, 0.0, -0.0]	[0.0, -0.0, 0.0]	[1.1232770681381226, 1.1790547432610765e-05, -0.7303324937820435]	[0.0, -0.0, 0.0]	[-1.8811165318766143e-06, 1.819999098777771, 1.130911869040574e-06]	[123.03112030029297, 53.64042282104492, -0.00020241459424141794]	[0.07902614027261734, 1.4398318529129028, -0.17095907032489777]	[123.12127685546875, 53.1904182434082, 1.3336371011973824e-05]	[0.0, 0.0, -0.0]	[0.0, -0.0, 0.0]	[0.0, 0.0, -0.0]	[0.0, -0.0, 0.0]	[0.0, 0.0, -0.0]	[0.0, -0.0, 0.0]	
0.15016390000000257	[0.0, 0.0, -0.0]	[0.0, -0.0, 0.0]	[1.14069664478302, 1.1616355550359003e-05, -0.7442095875740051]	[0.0, -0.0, 0.0]	[-1.8596907693790854e-06, 1.8199992179870605, 1.1235237025175593e-06]	[123.12110137939453, 53.1904182434082, -0.0002010704920394346]	[0.08025486022233963, 1.440588116645813, -0.17206330597400665]	[123.21128845214844, 52.92041778564453, 1.588110717420932e-05]	[0.0, 0.0, -0.0]	[0.0, -0.0, 0.0]	[0.0, 0.0, -0.0]	[0.0, -0.0, 0.0]	[0.0, 0.0, -0.0]	[0.0, -0.0, 0.0]	
0.16669170000000122	[0.0, 0.0, -0.0]	[0.0, -0.0, 0.0]	[1.1507595777511597, 1.1760899724322371e-05, -0.7533549070358276]	[0.0, -0.0, 0.0]	[-1.8458424619893776e-06, 1.819999098777771, 1.1183478818566073e-06]	[123.21111297607422, 52.9204216003418, -0.0001997501967707649]	[0.08025486022233963, 1.440588116645813, -0.17206330597400665]	[123.21128845214844, 52.92041778564453, 1.588110717420932e-05]	[0.0, 0.0, -0.0]	[0.0, -0.0, 0.0]	[0.0, 0.0, -0.0]	[0.0, -0.0, 0.0]	[0.0, 0.0, -0.0]	[0.0, -0.0, 0.0]	
0.18362499999999926	[0.0, 0.0, -0.0]	[0.0, -0.0, 0.0]	[1.1507595777511597, 1.1760899724322371e-05, -0.7533549070358276]	[0.0, -0.0, 0.0]	[-1.8458424619893776e-06, 1.819999098777771, 1.1183478818566073e-06]	[123.21111297607422, 52.9204216003418, -0.0001997501967707649]	[0.08125143498182297, 1.4410970211029053, -0.17271572351455688]	[123.21128845214844, 52.74041748046875, 1.6355950720026158e-05]	[0.0, 0.0, -0.0]	[0.0, -0.0, 0.0]	[0.0, 0.0, -0.0]	[0.0, -0.0, 0.0]	[0.0, 0.0, -0.0]	[0.0, -0.0, 0.0]	
0.20023049999999998	[0.0, 0.0, -0.0]	[0.0, -0.0, 0.0]	[1.1582932472229004, 1.1622280908341054e-05, -0.7582870721817017]	[0.0, -0.0, 0.0]	[-1.8518403521738946e-06, 1.819999098777771, 1.1263736041655648e-06]	[123.21112060546875, 52.740421295166016, -0.00019604843691922724]	[0.08291450142860413, 1.4423856735229492, -0.1747356355190277]	[123.4813003540039, 52.2904167175293, 1.8430440832162276e-05]	[0.0, 0.0, -0.0]	[0.0, -0.0, 0.0]	[0.0, 0.0, -0.0]	[0.0, -0.0, 0.0]	[0.0, 0.0, -0.0]	[0.0, -0.0, 0.0]	
0.21682360000000145	[0.0, 0.0, -0.0]	[0.0, -0.0, 0.0]	[1.1736412048339844, 1.1757871106965467e-05, -0.7762607336044312]	[0.0, -0.0, 0.0]	[-1.841654352574551e-06, 1.819999098777771, 1.1177002079421072e-06]	[123.48113250732422, 52.29042053222656, -0.00019181617244612426]	[0.08412101119756699, 1.4431699514389038, -0.17584863305091858]	[123.57130432128906, 52.020416259765625, 1.5926940250210464e-05]	[0.0, 0.0, -0.0]	[0.0, -0.0, 0.0]	[0.0, 0.0, -0.0]	[0.0, -0.0, 0.0]	[0.0, 0.0, -0.0]	[0.0, -0.0, 0.0]	
0.23361500000000035	[0.0, 0.0, -0.0]	[0.0, -0.0, 0.0]	[1.18388032913208, 1.170766063296469e-05, -0.7857088446617126]	[0.0, -0.0, 0.0]	[-1.8231411331726122e-06, 1.819999098777771, 1.146945351138129e-06]	[123.57113647460938, 52.020416259765625, -0.00019264660659246147]	[0.08602462708950043, 1.4444957971572876, -0.1777534931898117]	[123.75130462646484, 51.57041549682617, 1.3418106391327456e-05]	[0.0, 0.0, -0.0]	[0.0, -0.0, 0.0]	[0.0, 0.0, -0.0]	[0.0, -0.0, 0.0]	[0.0, 0.0, -0.0]	[0.0, -0.0, 0.0]	
